company_name,fiscal_year,currency,unit,filename,revenue,other_income,total_income,employee_expenses,finance_costs,depreciation,total_expenses,profit_before_tax,tax_expense,net_profit,eps_basic,total_assets,non_current_assets,current_assets,total_equity,share_capital,non_current_liabilities,current_liabilities,total_liabilities,net_profit_margin_pct,pbt_margin_pct,return_on_equity_pct,expense_ratio_pct,debt_to_equity,summary,extracted_at
Mphasis,—,INR,crore,mphasis.pdf,132785.15,2178.04,134963.19,79253.27,1608.67,4104.99,114279.97,20683.22,5135.02,15548.2,,141302.38,74978.31,66324.07,87946.0,1890.05,11310.15,42046.23,53356.38,11.71,15.58,17.68,84.67,0.6067,"Mphasis reported for —. Revenue from operations stood at Rs.132,785.15 crore. Net profit for the year was Rs.15,548.20 crore. Net profit margin was 11.71%. Total assets stood at Rs.141,302.38 crore. The company is financed with Rs.87,946.00 equity and Rs.53,356.38 liabilities.",2026-04-10T00:22:15.309995
